source_id,ra,dec,l,b,parallax,parallax_error,parallax_over_error,distance_gspphot,phot_g_mean_mag,bp_rp,pf,pf_error,p1_o,int_average_g,int_average_bp,int_average_rp,peak_to_peak_g,metallicity,type_best_classification,mode_best_classification
5540101168641011840,125.14876884750097,-39.250828753012016,257.14220144874486,-1.5534502990293964,0.09327905474740561,0.017792437,5.242624,4494.2305,13.567501,2.3840399,4.563611101085157,1.267303E-4,,13.513748,14.77029,12.412704,0.56195945,-0.13869077,"DCEP","FUNDAMENTAL"
5540220908024647936,125.32005874206146,-38.75436893612821,256.8089852431714,-1.162016208655743,0.23711224393950986,0.013972746,16.969624,,12.775922,2.1971025,5.030036600458381,5.462879E-4,,12.756542,13.878121,11.711867,0.5168934,-0.06322544,"DCEP","FUNDAMENTAL"
5540236752170562816,125.50074110681807,-38.31180832255668,256.5256104804603,-0.7938333894895405,0.08777438820387017,0.016731212,5.246146,,14.70331,2.3598623,3.1567270480462684,1.4808039E-4,,14.611568,15.826344,13.528203,0.8152609,-0.27676806,"DCEP","FUNDAMENTAL"
5540422122959807232,125.36086709698667,-38.421699430175785,256.55346563144144,-0.946566966453298,0.22860574112390333,0.010838871,21.091286,3690.926,12.559535,1.9837856,3.9611182364976707,8.1378086E-5,,12.531476,13.510243,11.5514345,0.4341911,0.19640687,"DCEP","FUNDAMENTAL"
5540796987700558464,122.60325138558156,-38.47372729890452,255.39343677545028,-2.769343860207149,0.35469110196446413,0.011432666,31.024355,2632.5537,12.169806,2.1502256,3.579003547315581,3.639733E-5,,12.09129,13.185577,11.060301,0.3868386,0.35463443,"DCEP","FUNDAMENTAL"
5541229748611783296,123.70106761565832,-37.65189524680146,255.1818870235366,-1.5955567651748759,0.10448082831118596,0.01281022,8.156053,,13.867639,2.0501013,4.780040284698251,8.2538165E-5,,13.774468,14.777688,12.783921,0.6531398,-0.12523584,"DCEP","FUNDAMENTAL"
5541507237862358912,123.09332136278506,-36.94374167099046,254.3241953266685,-1.6076303005661152,0.591012665507528,0.01586018,37.26393,1478.7286,7.9712124,1.1654162,6.665596885768075,4.7135327E-4,,7.7451415,8.177803,7.1306443,0.7700634,,"DCEP","FUNDAMENTAL"
5542410585431412608,128.60861970956506,-35.98516840324765,256.08246031750605,2.575244166454612,0.20873482362069315,0.015484298,13.480419,,11.37952,1.3462524,3.737182168478453,3.7112877E-5,,11.307792,11.867844,10.576206,0.5243516,0.042538647,"DCEP","FUNDAMENTAL"
5542528959037609984,127.2435975996836,-36.232071502294424,255.6295967006449,1.5397272318809265,0.2308315683509923,0.013970195,16.523146,2668.526,11.372152,1.4920588,3.7065536616142656,5.5424236E-5,,11.317175,11.99237,10.513555,0.5047464,0.14036761,"DCEP","FUNDAMENTAL"
5544001136384668288,121.32197627210401,-37.58019425428948,254.09495198132083,-3.137320064413008,0.07947362443695379,0.012455933,6.380383,,13.503193,2.0059328,6.020833800959458,2.953868E-4,,13.500473,14.484935,12.509224,0.4878457,0.08574927,"DCEP","FUNDAMENTAL"
5544213926244557184,120.20159485573139,-37.82794381721476,253.83565471056104,-4.020576492403036,0.3274460779018481,0.010809145,30.293432,2337.0273,10.640595,1.834363,5.884906729518966,1.3974581E-4,,10.635101,11.517886,9.698505,0.57700855,0.101082146,"DCEP","FUNDAMENTAL"
5545837900614099584,121.2959655933484,-34.360266434194834,251.36074429661096,-1.4329354496831739,0.27333800911682976,0.010720104,25.497702,,11.753791,1.7339697,4.08868465388384,5.5441255E-5,,11.7187,12.534527,10.826246,0.38390023,0.22430627,"DCEP","FUNDAMENTAL"
5546476927338700416,123.26754647232933,-34.57851289631536,252.42745587771606,-0.18716077370778436,0.5692976604408282,0.017171014,33.15457,,6.638235,1.8533583,41.48539046921597,0.013111305,,6.472739,7.281536,5.5723205,0.9074442,,"DCEP","FUNDAMENTAL"
5547358117187868288,122.7950323345716,-33.515860141638655,251.32452789598045,0.06985434178127099,0.308198708979505,0.013098167,23.529911,2206.9595,10.484936,1.3513365,3.482546716399725,5.9523267E-5,,10.446645,11.041985,9.708694,0.46260905,0.11078255,"DCEP","FUNDAMENTAL"
5547421437881152256,122.36345933491235,-33.262114504946744,250.91519897239954,-0.09349660125570528,0.20069233554095392,0.011347318,17.686323,,11.834576,1.3940487,3.5629906052002402,4.3288575E-5,,11.816034,12.430886,11.051667,0.52462125,0.3130459,"DCEP","FUNDAMENTAL"
5547742052903182080,122.60782238953178,-32.52136133420829,250.40610136386758,0.4823871931114726,0.23207675450021165,0.01284877,18.062176,2697.0405,11.060644,1.5452328,5.465103967358141,1.0164022E-4,,10.997346,11.643504,10.166649,0.47102907,0.2653966,"DCEP","FUNDAMENTAL"
5586922973654572416,116.29911041559842,-36.974749324097864,251.51719465403937,-6.257871933821782,0.12621813384443598,0.010084609,12.515919,,12.217486,1.7299671,13.767999506579656,0.0011353741,,12.149659,12.949883,11.266894,0.5464811,,"DCEP","FUNDAMENTAL"
5587355360904762624,116.36725569275863,-36.58011348829036,251.1987109686429,-6.016119631535003,0.07757649754599374,0.014211058,5.458883,,14.096769,1.5241861,2.5568793044481217,5.236391E-4,,14.082,14.781172,13.265598,0.19748157,,"DCEP","FUNDAMENTAL"
5587972801102905984,113.75856395620208,-35.91299397166992,249.58827845817808,-7.53718736169563,0.15325564479883275,0.010642106,14.400876,,12.21771,1.284709,4.243593304072532,4.19869E-5,,12.148208,12.674119,11.445056,0.5549228,0.08599201,"DCEP","FUNDAMENTAL"
5592331544376193792,113.82822051437486,-31.664177924857867,245.85457134996454,-5.4646198956696725,0.08174855103524686,0.014098958,5.7981977,,13.808453,1.6042442,3.3822098009481785,2.1548238E-5,,13.748773,14.47726,12.908696,0.54561704,-0.055680323,"DCEP","FUNDAMENTAL"
5592541344934801792,112.1221641180706,-32.7889692244055,246.1669566447407,-7.267813062907907,0.08871307776399445,0.011729154,7.563468,,13.387571,1.2035265,2.2528000889712607,2.8243532E-5,,13.4175825,13.932702,12.730082,0.4532026,-0.025391774,"DCEP","FUNDAMENTAL"
5594091823824942464,119.66611070071492,-33.504045593770506,249.9181055400743,-2.127564247493676,0.24159363342328755,0.012945946,18.66172,3719.0881,11.671998,1.6708832,4.403072965358121,5.698306E-5,,11.633991,12.417372,10.76367,0.45340037,0.047023837,"DCEP","FUNDAMENTAL"
5594100246268225280,119.84297871544427,-33.35712846837963,249.87013817824348,-1.9248967421997603,0.08481344239454629,0.011964071,7.089012,,13.356656,1.8286915,5.281369253327259,6.0091745E-5,,13.3847065,14.265514,12.447872,0.501143,0.09786051,"DCEP","FUNDAMENTAL"
5594382644652353664,119.05200676022297,-32.602639894442866,248.8798158046456,-2.097988478890304,0.2434569381705641,0.012920969,18.842003,,11.594601,1.7082129,4.516859443118318,1.3098784E-4,,11.531033,12.323551,10.649623,0.411135,0.19696182,"DCEP","FUNDAMENTAL"
5594803590107865984,117.70622505398573,-32.660791630844066,248.34782818886845,-3.1007034938922318,0.10998394664111903,0.02072977,5.3056035,,14.582836,2.1787262,3.685030919291803,6.0369443E-5,,14.616087,15.734294,13.560086,0.69033766,-0.17898814,"DCEP","FUNDAMENTAL"
5595072317623907328,116.96022059833608,-32.187390176723696,247.62006166163667,-3.405157668470238,0.10598402748081048,0.011990287,8.839157,,13.351004,1.9976387,7.033443275543683,3.116167E-4,,13.337067,14.331517,12.34753,0.36331773,,"DCEP","FUNDAMENTAL"
5595072420703114624,116.96476744757217,-32.171330411014225,247.60808706018815,-3.393762965915229,0.11898573810921441,0.014805983,8.036328,,13.150047,1.944459,5.863446820204779,2.851792E-4,,13.108225,14.04614,12.14068,0.7331153,-0.28431013,"DCEP","FUNDAMENTAL"
5595650351503904896,118.45324316065627,-30.46030656809862,246.78066760632817,-1.4288157420541596,0.32572880790588277,0.012600483,25.850502,,10.652327,1.617939,5.077408958905532,1.48684E-4,,10.543822,11.269729,9.712753,0.6087692,0.11373094,"DCEP","FUNDAMENTAL"
5596601154188852352,121.58947099704125,-30.096870321980546,247.89688329663875,1.065428175363516,0.2811261985145067,0.0146581745,19.178799,,9.638985,1.630846,13.673194000960388,0.0022714254,,9.459586,10.134429,8.643475,0.781902,,"DCEP","FUNDAMENTAL"
5596920115637629184,119.15387918849075,-30.952792573393076,247.51386534957422,-1.1678108570937955,0.12020941872815241,0.0154198,7.7957835,,13.915282,1.7941065,2.494399095810623,4.0436644E-5,,13.89764,14.745955,12.978038,0.49039987,0.010598638,"DCEP","FUNDAMENTAL"
5597327141100381568,119.74673595271136,-29.30786248156158,246.3783077558941,0.12808430394231463,0.19247625578613758,0.015733933,12.233194,,10.147516,1.6607141,14.146963236793308,0.004780062,,9.966881,10.70768,9.145044,0.6621681,,"DCEP","FUNDAMENTAL"
5597352047599988352,119.45785618799268,-29.38404602466781,246.31150923339231,-0.1263758499547827,0.2504377878263138,0.0139027275,18.013573,2485.8936,11.601299,1.3863811,2.586120090111435,2.4819288E-5,,11.585027,12.188488,10.831891,0.4545752,0.0051208306,"DCEP","FUNDAMENTAL"
5597379741549105280,119.59202293226323,-29.130082219324443,246.1561444076428,0.10613331826987818,0.2750966729085618,0.022583578,12.181271,1978.4843,8.315241,1.8836126,30.159592542715753,0.017138889,,8.127227,8.973973,7.249926,0.90733606,,"DCEP","FUNDAMENTAL"
5597624112320732800,121.24492798218924,-28.86088738737876,246.69261073722205,1.4753746573877073,0.1960477712530898,0.011462389,17.10357,,11.997392,1.5632477,4.174314264450092,5.9730377E-5,,11.96848,12.675821,11.136729,0.611666,0.011602169,"DCEP","FUNDAMENTAL"
5600052040150252800,114.64681824177369,-28.499600829261375,243.4206537381028,-3.313460889173099,0.2010983273106137,0.014700196,13.679976,2755.1318,9.341325,1.5980387,23.172331970443697,0.0020055908,,9.192757,9.865075,8.372339,1.0948834,,"DCEP","FUNDAMENTAL"
5600138420530755072,115.50783944169522,-28.06409520440512,243.41395536378388,-2.4390816223606544,0.13320998894481606,0.019283146,6.908105,,14.901716,2.2369041,2.8976163631508767,4.3327407E-5,,14.696685,15.763713,13.672054,0.9436825,-0.404117,"DCEP","FUNDAMENTAL"
5600471160241231616,118.4901419313702,-28.36761760540115,245.00298979221205,-0.32379139631254666,0.1525302401341088,0.012003793,12.706837,,12.628053,1.6864176,5.800561435040133,8.2138795E-5,,12.597267,13.380103,11.715009,0.6510224,-0.28008264,"DCEP","FUNDAMENTAL"
5600628115523816320,117.51301067814768,-28.25514040613247,244.4660984873132,-1.0053091669658467,0.27936707998781884,0.013192753,21.175798,,10.429021,1.6553802,7.1975836844860694,3.0005912E-4,,10.328351,11.064392,9.480916,0.7142882,,"DCEP","FUNDAMENTAL"
5600862070985787136,119.26546614666297,-28.16157462641523,245.18040885381268,0.3670793764702409,0.16189498933858748,0.014748652,10.976934,,11.668771,1.4445343,3.331386181114614,1.5073438E-4,,11.537166,12.101284,10.8282385,0.76292175,-0.18454789,"DCEP","FUNDAMENTAL"
5600915775257809152,119.42569103583227,-27.601891517793362,244.77654238992264,0.7796463230631154,0.11455402767555709,0.0134713175,8.503551,,11.665403,1.7384348,13.45783868868985,8.5274084E-4,,11.546682,12.317849,10.638833,0.95558715,,"DCEP","FUNDAMENTAL"
5601254523607154816,119.8008132785078,-26.69888061465737,244.18123941413612,1.5363518935160012,0.1286126048959463,0.013079949,9.832807,,12.7357435,1.4137964,3.7164731853062314,2.716214E-5,,12.745583,13.36107,11.956746,0.3765631,0.124880925,"DCEP","FUNDAMENTAL"
